O/F,Pc_psia,Isp_s,Tc_R,Tt_R,Te_R,MW_lbm_lbmol,Gamma,Optimal_Eps,Pe_to_Pamb
5.90,750,310.91,5921.77,5580.26,2245.27,26.5858,1.1455,7.40,1.0056
5.90,800,310.96,5932.68,5589.17,2243.09,26.5978,1.1460,7.80,0.9952
5.90,850,311.00,5942.90,5597.51,2241.09,26.6090,1.1464,8.10,1.0019
5.90,900,311.04,5952.51,5605.34,2239.23,26.6195,1.1467,8.40,1.0072
5.90,950,311.08,5961.58,5612.73,2237.48,26.6295,1.1471,8.80,0.9955
5.90,1000,311.11,5970.17,5619.71,2235.84,26.6389,1.1474,9.10,0.9992
6.00,100,309.37,5570.81,5288.24,2368.85,26.2700,1.1324,1.90,0.9710
6.00,150,309.79,5642.34,5348.88,2349.68,26.3514,1.1349,2.40,1.0244
6.00,200,310.08,5692.90,5391.51,2336.74,26.4087,1.1366,3.00,0.9885
6.00,250,310.29,5731.97,5424.33,2327.08,26.4528,1.1380,3.50,0.9911
6.00,300,310.46,5763.78,5450.96,2319.43,26.4886,1.1391,4.00,0.9836
6.00,350,310.59,5790.57,5473.33,2313.12,26.5188,1.1400,4.40,1.0013
6.00,400,310.71,5813.71,5492.60,2307.78,26.5447,1.1409,4.80,1.0103
6.00,450,310.81,5834.06,5509.51,2303.17,26.5675,1.1416,5.30,0.9868
6.00,500,310.90,5852.21,5524.56,2299.11,26.5878,1.1423,5.60,1.0123
6.00,550,310.98,5868.58,5538.12,2295.50,26.6061,1.1429,6.00,1.0086
6.00,600,311.05,5883.48,5550.44,2292.26,26.6227,1.1434,6.40,1.0031
6.00,650,311.11,5897.16,5561.72,2289.31,26.6379,1.1439,6.80,0.9964
6.00,700,311.17,5909.79,5572.13,2286.62,26.6520,1.1444,7.10,1.0083
6.00,750,311.23,5921.53,5581.79,2284.14,26.6650,1.1448,7.50,0.9992
6.00,800,311.28,5932.48,5590.79,2281.85,26.6772,1.1452,7.80,1.0076
6.00,850,311.32,5942.74,5599.21,2279.72,26.6886,1.1456,8.20,0.9972
6.00,900,311.37,5952.40,5607.13,2277.74,26.6993,1.1460,8.50,1.0031
6.00,950,311.41,5961.51,5614.59,2275.87,26.7093,1.1463,8.90,0.9923
6.00,1000,311.45,5970.14,5621.65,2274.12,26.7189,1.1467,9.20,0.9965
